id,class_session_id,lesson_question_id,user_id,group_id,logged_in_user,text,updated_on,parent_id,ip,visible
697448,19340,22725,33987,NULL,NULL,"&lt;p&gt;In the first article &quot;The Little Things That Run the World,&quot; I was fascinated to learn how many invertebrates there are in the world, as well as why they are so abundant and adaptable. As I continued reading, I was glad to know that there is a conservation movement out there to help protect these valuable species. I never knew that the human species relied so heavily on invertebrates, in that we use them for multiple purposes.&nbsp;In the second article &quot;The Big Things that Run the World,&quot; I was surprised to learn that &quot;big&quot; species tend to be neglected by ecologists. That was shocking because I thought all animals would be an important subject for ecologists since every species plays an important&nbsp;role in one way or another. It was disappointing to learn that there has not been a research program to test the functional interrelationships between big and little species, so I hope one day that can change.&nbsp;&lt;/p&gt;
","2023-11-09 20:44:08",0,134.126.253.58,1
697502,19340,22725,33919,NULL,NULL,"&lt;p&gt;The article, &quot;The Little Things that Run the World,&quot; emphasizes the abundance of small invertebrates as proven by their sheer combined body mass. Wilson claims that invertebrates are the foundation of life, and are essential to our ecosystems. I feel that this is true to a certain degree, as there are so many invertebrates on Earth that they must have some impact on their community. Those invertebrates that are primary producers would have even more of a profound impact on their respective communities, I believe.&nbsp;These ideas resemble&nbsp;bottom up control, in which the lower trophic levels, in this case the invertebrates, determine the structure and function of the higher tropic levels. The article, &quot;The Big Things that Run the World,&quot; Terbough&nbsp;claims that top predators hold the key to stability of the diversity of plants and animals below them. These top predators indirectly affect the levels below them, as demonstrated in a study where the top carnivores were removed, resulting in a dramatic increase in the amount of predators below them. This is resembling of a top down control, where the higher tropic levels determines the structure and function of the lower trophic levels through predation. I agree more with Terbough on this, as I feel that removing top predators would have a much larger impact than removing invertebrates from the community. However, the importance of the big and little things may also depend on the specific community and the interactions within it.&nbsp;&lt;/p&gt;
","2023-11-10 02:33:30",0,50.30.161.191,1
697525,19340,22725,33984,NULL,NULL,"&lt;p&gt;&ldquo;The Little Things That Run the World&rdquo; by Edward O. Wilson provided a new outlook on invertebrate importance and their impact on environmental stability. I was shocked to discover that 90% of Earth&#039;s biodiversity stems from invertebrates, considering the lack of consideration towards these influential organisms. As opposed to our constant distinction between vertebrate species, we overlook the various invertebrate taxonomies and clump them into one vague, overarching classification. We fail to acknowledge how pivotal these small but mighty organisms are to the stability of nature. Should their immense biomass diminish, the Earth would simply &quot;rot&quot; (Wilson 345). Mechanisms such as returning nutrients to plants to maintain the stability of tropical forests are crucial to maintaining our ecosystems. This resembles the bottom-up hypothesis, where the links lower on the food chain determine the structure and function of the entire ecosystem. Considering that the stability of our world is dependent upon these organisms, I believe that their observation and examination should be met with ample gravitas.&lt;/p&gt;

&lt;p&gt;However, &ldquo;The Big Things That Run the World&rdquo; by John Terborgh provides a contrasting outlook on this perspective. He, instead, suggests that it is larger animals that ecologists fail to recognize and monitor for their impacts on the ecosystem. Because of their higher levels on the food chain, Terborgh believes they hold the key to ecosystem stability and the maintenance of biodiversity. This reminded me of our in-class discussion on trophic cascades and the influences of top-down interactions, where these larger predators determine the flow of natural resources and energy throughout all trophic levels. Altering a predator&rsquo;s ability to capture prey or fecundity directly and indirectly impacts vertebrates, invertebrates, and primary producers. Nevertheless, I stand with Wilson&rsquo;s point of view that it is the invertebrates that require more attention and inspection.&lt;/p&gt;
","2023-11-10 14:06:19",0,134.126.113.17,1
697597,19340,22725,33984,NULL,NULL,"&lt;p&gt;I completely agree that the impacts of invertebrates on environmental and human stability is not discussed enough. I had no idea that we rely so heavily on such small creatures, and would nearly go extinct without them. I feel as though as a society we always tend to focus on the larger organisms, so it is interesting to see an opposing perspective on how significant and important these &quot;little&quot; species are. And even more so, I completely agree that there should be more research on the relationships between the big and little organisms considering the large role they both play in nature stability.&lt;/p&gt;
","2023-11-10 15:13:46",697448,134.126.113.17,1
697709,19340,22725,33928,NULL,NULL,"&lt;p&gt;After reading the article titled &ldquo;The Little Things That Run the World&rdquo; , I learned about the importance of invertebrates and their massive abundance on the Earth. I found it surprising that the disappearance of humans would have little to no effect on the life of invertebrates whereas human life and most other vertebrate species wouldn&#039;t persist in the absence of invertebrates. It is critical that as humans we are aware of our potential to either conserve or destroy invertebrate species. We must take initiative to preserve invertebrate species as they are of the utmost importance to the planet and everything that lives on it. On the contrary, in the article titled &ldquo;The Big Things That Run the World&rdquo;, the author points out the impact from a top down perspective claiming that predators at the top of the food chain should be accredited with the success of other species in the world, not the other way around. Evidence is present that predators at the top of the chain have direct and indirect effects on the species below it all the way down to the primary producers. It is interesting to learn about both of these perspectives and how invertebrates and vertebrates coexist in environments. After reading the two articles, I have a new appreciation for the small critters on the planet and will try to be more conscious of their presence. I feel as though Terborgh touched on important aspects of large creatures on Earth, but I do think that historically, they have received more attention from the world of science than invertebrates have.&lt;/p&gt;
","2023-11-10 19:29:24",0,134.126.253.69,1
697712,19340,22725,33928,NULL,NULL,"&lt;p&gt;Hi Lucia, I&nbsp;enjoyed reading your opinions on the two articles. I also found it surprising that 90% of Earth&#039;s biodiversity comes from invertebrates. I wonder how scientists are able to estimate the amount of invertebrate species as the range given in the article is massive. I also agree with you in the fact that invertebrates need to receive more attention from scientists. Although Terborgh mentioned that vertebrates are neglected by scientists, I feel as though it is the other way around. There seems to be much more data on the effects of large mammals on ecosystems than invertebrates.&nbsp;&lt;/p&gt;
","2023-11-10 20:01:10",697525,134.126.253.69,1
697716,19340,22725,33919,NULL,NULL,"&lt;p&gt;I also found it shocking that humans could not survive without invertebrates, but not vice versa. I agree that it is important to conserve these species, especially because they are rarely thought of and seen. I would add that Wilson touches on a bottom up control, where the smaller creatures of lower trophic levels have a profound impact on the trophic levels above them. This is a stark contrast to the top down control that you mentioned in Terbough&#039;s article. I also agree that the larger creates on the earth receive a lot more attention than their smaller counterparts.&nbsp;&lt;/p&gt;
","2023-11-10 20:19:05",697709,134.126.113.98,1
697718,19340,22725,33928,NULL,NULL,"&lt;p&gt;Hi Emma, I&nbsp;enjoyed reading your thoughts on the articles. I agree that the top-down control of predators is largely important in ecosystems. I think that there is not enough research that has been done on invertebrate species to fully know their impact on ecosystems yet. Both vertebrates and invertebrates are very important on making the community stable. Both of these authors make valid points, I believe that invertebrates need to be studied more in depth to determine their impact.&lt;/p&gt;
","2023-11-10 20:21:52",697502,134.126.253.69,1
697719,19340,22725,33919,NULL,NULL,"&lt;p&gt;I agree that it was surprising how many invertebrates there are out there, and I also find it important that we conserve the creatures that we cannot see. I was also surprised to see that big species are neglected by ecologists, especially because I feel that they receive a lot more attention than invertebrates do. Perhaps all species need more attention. Additionally, I like how you mentioned that you wish to one day see research on the interrelationships between big and little species, because that is something that would be very interesting to see. I think that it could shed some light on the impact of top down vs bottom up control on communities.&nbsp;&lt;/p&gt;
","2023-11-10 20:27:50",697448,134.126.113.98,1
697721,19340,22725,34137,NULL,NULL,"&lt;p&gt;Invertebrates act as a catalyst for the growth of populations and their existence on earth, without them, populations would cease to exist. Also, vegetation would die off; this would also eradicate the animals that prey on them. Equally important, invertebrates&nbsp;are more important in the upkeep of ecosystems than vertebrates. For this reason, invertebrate conservation is practicable and inexpensive. I think it&#039;s intriguing that the ex-situ&nbsp;preservation&nbsp;of invertebrate species is pretty frugal. The importance of invertebrates is seen as useful for research related to biological studies and public health. Due to all the facts stated in the article, it is evident that invertebrates are much more favored and ecologically beneficial than vertebrates.&nbsp;&nbsp;&lt;/p&gt;
","2023-11-10 21:11:46",0,134.126.253.91,1
