id,class_session_id,lesson_question_id,user_id,group_id,logged_in_user,text,updated_on,parent_id,ip,visible
433623,14043,15253,20002,NULL,NULL,"&lt;p&gt;&lt;br /&gt;
Changes in migration patterns&lt;/p&gt;
","2020-12-03 17:07:56",0,76.78.240.35,1
433624,14043,15253,19932,NULL,NULL,"&lt;p&gt;One other example would be the the amount of extinctions of different species would rise which would be evidence from the biosphere of the earth getting warmer.&lt;/p&gt;
","2020-12-03 17:08:38",0,50.30.161.144,1
433625,14043,15253,20002,NULL,NULL,"&lt;p&gt;&lt;br /&gt;
(decades)&lt;/p&gt;
","2020-12-03 17:09:01",433623,76.78.240.35,1
433626,14043,15253,19932,NULL,NULL,"&lt;p&gt;Another example of evidence from the biosphere that would show the earth has gotten warmer would be changes in the carbon cycle.&lt;/p&gt;
","2020-12-03 17:09:30",0,50.30.161.144,1
433628,14043,15253,19899,NULL,NULL,"&lt;p&gt;Sea levels are rising which is a more recent effect.&lt;/p&gt;
","2020-12-03 17:09:37",0,97.71.129.67,1
433629,14043,15253,19932,NULL,NULL,"&lt;p&gt;I think that sea levels rising would be evidence from the hydrosphere more than evidence from the biosphere,&lt;/p&gt;
","2020-12-03 17:10:39",433628,50.30.161.144,1
433630,14043,15253,19543,NULL,NULL,"&lt;p&gt;Icy masses softening, causing sea levels to rise&lt;/p&gt;

&lt;p&gt;Long-term&lt;/p&gt;
","2020-12-03 17:10:58",0,73.61.120.17,1
433631,14043,15253,19749,NULL,NULL,"&lt;p&gt;Example 1: Change in species ranges (long-term)&lt;/p&gt;
","2020-12-03 17:11:08",0,67.241.166.68,1
433632,14043,15253,19932,NULL,NULL,"&lt;p&gt;I think this is a great example!&lt;/p&gt;
","2020-12-03 17:11:09",433623,50.30.161.144,1
433633,14043,15253,19949,NULL,NULL,"&lt;p&gt;This would be a more recent effect in the biosphere.&lt;/p&gt;
","2020-12-03 17:11:14",0,73.147.215.117,1
433634,14043,15253,20002,NULL,NULL,"&lt;p&gt;&lt;br /&gt;
Selection favors individuals who can tolerate higher temperatures. (centuries)&lt;/p&gt;
","2020-12-03 17:11:15",0,76.78.240.35,1
433635,14043,15253,19944,NULL,NULL,"&lt;p&gt;Species extinction: I think this would be more of a long-term effect.&lt;/p&gt;
","2020-12-03 17:11:38",0,174.44.99.112,1
433636,14043,15253,19922,NULL,NULL,"&lt;p&gt;One possible example of changes to the biosphere that would show that the earth has gotten warmer is if leaves were to wait until the winter to fall which is an example of phenologenic change to the biosphere that is a more recent effect.&nbsp;&lt;/p&gt;
","2020-12-03 17:11:40",0,96.38.115.79,1
433637,14043,15253,19749,NULL,NULL,"&lt;p&gt;Example 2: Increase in wildfires globally (recent effect)&lt;/p&gt;
","2020-12-03 17:11:47",0,67.241.166.68,1
433638,14043,15253,19899,NULL,NULL,"&lt;p&gt;Ice sheets/snow cover is decreasing which is more of a long-term effect&lt;/p&gt;
","2020-12-03 17:11:54",0,97.71.129.67,1
433639,14043,15253,20002,NULL,NULL,"&lt;p&gt;&lt;br /&gt;
I did not think of this but it&#039;s a really good point. As regional climate changes, the species which occupy the region are likely to change as well.&lt;/p&gt;
","2020-12-03 17:12:28",433631,76.78.240.35,1
433640,14043,15253,19919,NULL,NULL,"&lt;p&gt;We could see a change in where certain species could be found. For example, more recently I have heard about the expansion of the wild boar populations. They used to be only found in the southernmost states but are gradually making their way further north as temperatures warm and winters become less variable.&lt;/p&gt;
","2020-12-03 17:12:34",0,68.10.134.18,1
433641,14043,15253,19946,NULL,NULL,"&lt;p&gt;If the earth has gotten warmer, you would expect to see polar bears have shorter hunting periods since ice is present for a shorter amount of time than in the past.&nbsp;&lt;/p&gt;
","2020-12-03 17:12:38",0,71.62.31.27,1
433642,14043,15253,19922,NULL,NULL,"&lt;p&gt;I agree that species extinction is a long term effect and that it could show the warming of the earths biosphere&nbsp;&lt;/p&gt;
","2020-12-03 17:12:39",433635,96.38.115.79,1
433643,14043,15253,19946,NULL,NULL,"&lt;p&gt;More recent decades effect&lt;/p&gt;
","2020-12-03 17:12:55",433641,71.62.31.27,1
433644,14043,15253,19944,NULL,NULL,"&lt;p&gt;I think this would be a better example for the hydrosphere rather than the biosphere!&lt;/p&gt;
","2020-12-03 17:13:34",433630,174.44.99.112,1
433645,14043,15253,19919,NULL,NULL,"&lt;p&gt;The increased number of wildfires and their severities is also an issue that is relatively new&nbsp;&lt;/p&gt;
","2020-12-03 17:13:39",0,68.10.134.18,1
433646,14043,15253,19760,NULL,NULL,"&lt;p&gt;Increased greenhouse gases&nbsp;&lt;/p&gt;
","2020-12-03 17:13:44",0,71.219.69.145,1
433647,14043,15253,19944,NULL,NULL,"&lt;p&gt;I agree with this!&lt;/p&gt;
","2020-12-03 17:13:44",433626,174.44.99.112,1
433648,14043,15253,19919,NULL,NULL,"&lt;p&gt;really good example&lt;/p&gt;
","2020-12-03 17:13:53",433623,68.10.134.18,1
433649,14043,15253,19922,NULL,NULL,"&lt;p&gt;Another possible example is animals having to move locations due to their typical location becoming inhabitatable. (centuries)&nbsp;&lt;/p&gt;
","2020-12-03 17:13:54",0,96.38.115.79,1
433650,14043,15253,19543,NULL,NULL,"&lt;p&gt;Change in carbon levels&lt;/p&gt;

&lt;p&gt;Recent&lt;/p&gt;
","2020-12-03 17:13:56",0,73.61.120.17,1
433651,14043,15253,19899,NULL,NULL,"&lt;p&gt;That was more of a hydrosphere effect. So a biosphere example would be changes in migration patterns for animals which is a more recent effect.&lt;/p&gt;
","2020-12-03 17:13:59",433638,97.71.129.67,1
433652,14043,15253,19949,NULL,NULL,"&lt;p&gt;A long term example in the biosphere would be the amount of carbon stored in trees globally.&lt;/p&gt;
","2020-12-03 17:14:05",0,73.147.215.117,1
433653,14043,15253,19919,NULL,NULL,"&lt;p&gt;I also thought about this issue&lt;/p&gt;
","2020-12-03 17:14:10",433637,68.10.134.18,1
