id,class_session_id,lesson_question_id,user_id,group_id,logged_in_user,text,updated_on,parent_id,ip,visible
300824,11418,18425,16364,NULL,NULL,,"2020-04-16 16:16:28",0,74.4.253.6,1
300828,11418,18425,16161,NULL,NULL,"&lt;p&gt;The land now is smaller than the continuous forest it used to be, so extinction rates would have increased and because the land is likely farther away from mainland now it the immigration rate would have declined.&lt;/p&gt;
","2020-04-16 16:17:10",0,68.100.246.96,1
300836,11418,18425,16161,NULL,NULL,"&lt;p&gt;I agree with the increase in extinction but I put a decrease in immigration because I assumed the island would now be farther from the mainland.&lt;/p&gt;
","2020-04-16 16:18:03",300824,68.100.246.96,1
300837,11418,18425,16234,NULL,NULL,"&lt;p&gt;Since Central Park is now surrounded by city, the &quot;island&quot; is small, and far away from the mainland. Thus, extinction rates will go up and immigration rates will go down.&lt;/p&gt;
","2020-04-16 16:18:03",0,98.169.43.64,1
300839,11418,18425,16235,NULL,NULL,"&lt;p&gt;Extinction rates increase as the size decreases and immigration is going to decrease because of sweep stakes&nbsp;&lt;/p&gt;
","2020-04-16 16:18:24",0,71.179.38.88,1
300843,11418,18425,16161,NULL,NULL,"&lt;p&gt;I agree with your lines, I did something similar.&lt;/p&gt;
","2020-04-16 16:18:30",300837,68.100.246.96,1
300844,11418,18425,16234,NULL,NULL,"&lt;p&gt;I agree; since there is no longer forest surrounding the island, immigration would go down&lt;/p&gt;
","2020-04-16 16:18:38",300828,98.169.43.64,1
300846,11418,18425,16328,NULL,NULL,"&lt;p&gt;Immigration rate would decrease because the lad around it was urbanized making it hard for other species to immigrate in.&lt;/p&gt;

&lt;p&gt;Extinction rates would increases because the size of the island has decreased.&lt;/p&gt;
","2020-04-16 16:18:49",0,96.231.65.92,1
300850,11418,18425,16234,NULL,NULL,"&lt;p&gt;I agree the extinction would increase, but the immigration might decrease too due to the distance from the rest of the forest&lt;/p&gt;
","2020-04-16 16:19:10",300824,98.169.43.64,1
300853,11418,18425,16365,NULL,NULL,"&lt;p&gt;There would be less immigration since the city is in the way and i think extinction will be about the same maybe less since its an established community.&nbsp;&lt;/p&gt;
","2020-04-16 16:19:43",0,69.140.3.43,1
300854,11418,18425,16348,NULL,NULL,,"2020-04-16 16:19:44",0,74.96.191.227,1
300856,11418,18425,16328,NULL,NULL,"&lt;p&gt;I do not agree with immigration increase because decreasing island size does not increase immigration.&nbsp;&lt;/p&gt;
","2020-04-16 16:19:52",300824,96.231.65.92,1
300857,11418,18425,16365,NULL,NULL,"&lt;p&gt;I agree with yours&lt;/p&gt;
","2020-04-16 16:19:54",300837,69.140.3.43,1
300858,11418,18425,16235,NULL,NULL,"&lt;p&gt;I agree with your increase in extinction but I put the immigration as decreasing because there would be sweep stakes route of new organisms&nbsp;&lt;/p&gt;
","2020-04-16 16:19:55",300824,71.179.38.88,1
300860,11418,18425,16365,NULL,NULL,"&lt;p&gt;Mine looked similar&nbsp;&lt;/p&gt;
","2020-04-16 16:20:09",300839,69.140.3.43,1
300863,11418,18425,16328,NULL,NULL,"&lt;p&gt;I agree with your explanation on how immigration decreases and extinction increases.&lt;/p&gt;

&lt;p&gt;&nbsp;&lt;/p&gt;
","2020-04-16 16:20:30",300839,96.231.65.92,1
300864,11418,18425,16331,NULL,NULL,"&lt;p&gt;Now that central park is more isolated due to urbanization, the immigration rate will decrease because the &quot;distance&quot; from &quot;mainland&quot; has increased and the extinction rate will increase because the &quot;island&quot; has become smaller&lt;/p&gt;
","2020-04-16 16:20:39",0,107.77.204.83,1
300865,11418,18425,16281,NULL,NULL,"&lt;p&gt;extinction rate increases as island size decreases, so as the park boundaries became more defined and the city surrounding the park became more urbanized, extinction rates in the park increase.&nbsp;&lt;/p&gt;

&lt;p&gt;immigration rates would decrease, as the increasingly urban city would turn into a &quot;sweepstakes route&quot; for an organism or species trying to immigrate into the park.&lt;/p&gt;
","2020-04-16 16:20:46",0,76.123.43.139,1
300868,11418,18425,16348,NULL,NULL,"&lt;p&gt;both extintion and immigration rate&nbsp;will increase. Immigration rate will increase more however&lt;/p&gt;
","2020-04-16 16:20:57",300854,74.96.191.227,1
300869,11418,18425,16331,NULL,NULL,"&lt;p&gt;i had the same thought! I agree&lt;/p&gt;
","2020-04-16 16:21:03",300837,107.77.204.83,1
300870,11418,18425,16235,NULL,NULL,"&lt;p&gt;Yes I agree with your graph&nbsp;&lt;/p&gt;
","2020-04-16 16:21:06",300828,71.179.38.88,1
300872,11418,18425,16281,NULL,NULL,"&lt;p&gt;i agree with your graph! mine looked about the same for the same reason&lt;/p&gt;
","2020-04-16 16:21:08",300828,76.123.43.139,1
300874,11418,18425,16281,NULL,NULL,"&lt;p&gt;i agree with your reasoning, mine was the same!&lt;/p&gt;
","2020-04-16 16:21:24",300846,76.123.43.139,1
300877,11418,18425,16331,NULL,NULL,"&lt;p&gt;I would think that the extinction rate would increase because it is a smaller &quot;island&quot; now&lt;/p&gt;
","2020-04-16 16:21:34",300853,107.77.204.83,1
300881,11418,18425,16348,NULL,NULL,"&lt;p&gt;i agree&lt;/p&gt;
","2020-04-16 16:21:56",300837,74.96.191.227,1
300882,11418,18425,16269,NULL,NULL,"&lt;p&gt;yellow is extinction and blue is immigration&nbsp;&lt;/p&gt;

&lt;p&gt;The new immigration rate line has decreased because there is a smaller influx of new species coming into central park due to being isolated and surrounded by skyscrapers. The new extinction rate line has increased because there is a smaller amount of resources being surrounded and a higher amount of pollution and human interaction.&nbsp;&lt;/p&gt;
","2020-04-16 16:22:03",0,73.132.173.74,1
300883,11418,18425,16348,NULL,NULL,"&lt;p&gt;i agree&lt;/p&gt;
","2020-04-16 16:22:04",300839,74.96.191.227,1
300884,11418,18425,16236,NULL,NULL,"&lt;p&gt;I think that immigration rates have decreased because there aren&#039;t any close islands for species to go between, and extinction rates increase as there isn&#039;t any variability between species, so the predators themselves aren&#039;t necessarily being preyed upon.&nbsp;&lt;/p&gt;
","2020-04-16 16:22:05",0,98.218.1.112,1
300885,11418,18425,16237,NULL,NULL,"&lt;p&gt;Extinction rates most likely went up because as urbanization increased there is most likely less resources for the organisms originally living there, and the park couldn&#039;t provide for as many organisms as before. Immigration most likely decreased because there are already organisms populating the area and it would be more difficult for immigrants to find resources.&lt;/p&gt;
","2020-04-16 16:22:06",0,68.100.21.38,1
300887,11418,18425,16236,NULL,NULL,"&lt;p&gt;I agree with your graph, mine looks the same.&nbsp;&lt;/p&gt;
","2020-04-16 16:22:21",300828,98.218.1.112,1
300888,11418,18425,16262,NULL,NULL,"&lt;p&gt;With more skyscrapers and a more dense population, the size of the forest has gotten smaller, resulting in a higher extincting rate. The islands are also becoming further apart from the mainland, resulting in a lower immigration rate. This results in an overall lower species richness.&lt;/p&gt;
","2020-04-16 16:22:21",0,70.15.28.63,1
300889,11418,18425,16296,NULL,NULL,"&lt;p&gt;yellow= extinction&lt;/p&gt;

&lt;p&gt;blue=immigration&lt;/p&gt;

&lt;p&gt;Since the original graph represents from 400 years ago the new lines represent present central park. The extinction rate would increase because there is a limited amount of resources such as food and habitat. Also there is more pollution and human interaction. The immigration rate would decrease because which animal would want to live in a place where there is a limited amount of resource and risk.&nbsp;&lt;/p&gt;
","2020-04-16 16:22:27",0,73.200.34.205,1
300892,11418,18425,16380,NULL,NULL,"&lt;p&gt;I think that the immigration curve will shift down because as the park becomes more isolated and island like it becomes more difficult for organisms to immigrate to the park. I think subsequently that the extinction curve will shift higher as there is less immigration.&lt;/p&gt;
","2020-04-16 16:22:32",0,96.255.133.238,1
300893,11418,18425,16269,NULL,NULL,"&lt;p&gt;I agree with your new lines for current central park.&nbsp;&lt;/p&gt;
","2020-04-16 16:22:47",300864,73.132.173.74,1
300895,11418,18425,16303,NULL,NULL,"&lt;p&gt;because the space is smaller and farther from other islands, the immigration would decrease and the extinction would increase&lt;/p&gt;
","2020-04-16 16:22:53",0,100.4.77.183,1
300897,11418,18425,16262,NULL,NULL,"&lt;p&gt;I agree with both your graph and your reasoning. I had the same thought process. Great job!&lt;/p&gt;
","2020-04-16 16:22:58",300828,70.15.28.63,1
300899,11418,18425,16236,NULL,NULL,"&lt;p&gt;I do not agree with your immigration line because I think it would decrease as there are no islands near central park for species to go between.&nbsp;&lt;/p&gt;
","2020-04-16 16:23:07",300824,98.218.1.112,1
300900,11418,18425,16269,NULL,NULL,"&lt;p&gt;I agree with your new graph and explanation.&nbsp;&lt;/p&gt;
","2020-04-16 16:23:09",300889,73.132.173.74,1
300901,11418,18425,16296,NULL,NULL,"&lt;p&gt;I agree with your graph and your explanation on why the rat would decrease for immigration and increase for extinction&nbsp;&lt;/p&gt;
","2020-04-16 16:23:12",300882,73.200.34.205,1
300902,11418,18425,16034,NULL,NULL,"&lt;p&gt;I think in the modern day now the rates for immigration are much lower as there is less space/resources available to support species with the park becoming so urbanized, which also leads to an increase in extinction as less species can survive in the park.&lt;/p&gt;
","2020-04-16 16:23:14",0,173.79.123.79,1
300903,11418,18425,16380,NULL,NULL,"&lt;p&gt;I agree that&#039;s the same as my graph is and I liked your reasoning.&nbsp;&lt;/p&gt;
","2020-04-16 16:23:19",300828,96.255.133.238,1
300905,11418,18425,16303,NULL,NULL,"&lt;p&gt;i agree, my graph looks like yours&lt;/p&gt;
","2020-04-16 16:23:24",300837,100.4.77.183,1
300906,11418,18425,16237,NULL,NULL,"&lt;p&gt;I agree and immigration would also likely decrease due to the organisms already populating the area.&lt;/p&gt;
","2020-04-16 16:23:33",300828,68.100.21.38,1
300908,11418,18425,16296,NULL,NULL,"&lt;p&gt;I agree with your graph and your explanation&nbsp;&lt;/p&gt;
","2020-04-16 16:23:48",300864,73.200.34.205,1
300912,11418,18425,16262,NULL,NULL,"&lt;p&gt;I agree that extinction will increase, but I thought that immigration would decrease. Why might you think that immigration would increase in this scenario?&lt;/p&gt;
","2020-04-16 16:24:09",300824,70.15.28.63,1
300913,11418,18425,16303,NULL,NULL,"&lt;p&gt;i think immigration would decrease because the island is farther away from any other islands/mainland&lt;/p&gt;
","2020-04-16 16:24:23",300854,100.4.77.183,1
300914,11418,18425,16034,NULL,NULL,"&lt;p&gt;I disagree with your immigration as there are no nearby neighboring populations where immigration can occur&nbsp;&lt;/p&gt;
","2020-04-16 16:24:24",300824,173.79.123.79,1
300915,11418,18425,16237,NULL,NULL,"&lt;p&gt;I believe immigration would decrease because of the increase of distance from mainland&lt;/p&gt;
","2020-04-16 16:24:25",300824,68.100.21.38,1
300918,11418,18425,16337,NULL,NULL,"&lt;p&gt;immigration would decrease because the distance from the island to the mainland is far, and extinction would increase because the size of the island has decreased from a forest to a park. &nbsp;&lt;/p&gt;
","2020-04-16 16:24:58",0,73.251.7.197,1
300921,11418,18425,16034,NULL,NULL,"&lt;p&gt;I agree we had similar graphs!&lt;/p&gt;
","2020-04-16 16:25:11",300839,173.79.123.79,1
300922,11418,18425,16380,NULL,NULL,"&lt;p&gt;I disagree that both would increase. I think that the immigration rate would decrease due to the increasing distance from a &quot;mainland&quot; making it harder for organisms to immigrate.&lt;/p&gt;
","2020-04-16 16:25:11",300854,96.255.133.238,1
300923,11418,18425,16364,NULL,NULL,"&lt;p&gt;i agree&lt;/p&gt;
","2020-04-16 16:25:20",300839,74.4.253.6,1
300924,11418,18425,16337,NULL,NULL,"&lt;p&gt;I think immigration would decrease&nbsp;&lt;/p&gt;
","2020-04-16 16:25:21",300824,73.251.7.197,1
300925,11418,18425,16364,NULL,NULL,"&lt;p&gt;i agree&lt;/p&gt;
","2020-04-16 16:25:31",300864,74.4.253.6,1
300927,11418,18425,16332,NULL,NULL,"&lt;p&gt;there will be lower immigration because of the increasing distance from the island to the &quot;mainland&quot;. There will also be higher extinction rates due to the decreasing island size&lt;/p&gt;
","2020-04-16 16:25:34",0,72.82.41.241,1
300928,11418,18425,16337,NULL,NULL,"&lt;p&gt;I agree with this, looks good.&nbsp;&lt;/p&gt;
","2020-04-16 16:25:45",300828,73.251.7.197,1
300933,11418,18425,16219,NULL,NULL,"&lt;p&gt;The immigration rate would be lower because Central Park is so secluded and it would be hard for a lot of new species to enter the park. The area surrounding it is very different, so it is difficult for species to make it into the park. The extinction rate is higher because the area&nbsp;is smaller than it used to be so the species inside Central Park have to compete for a more limited amount of resources than they used to 400 years ago.&nbsp;&lt;/p&gt;
","2020-04-16 16:26:22",0,98.231.157.137,1
300937,11418,18425,16332,NULL,NULL,"&lt;p&gt;I agree extinction rate would be higher and immigration rate would be lower and the S* would move to the left with a higher turnover rate&lt;/p&gt;

&lt;p&gt;&nbsp;&lt;/p&gt;
","2020-04-16 16:26:34",300828,72.82.41.241,1
300939,11418,18425,16287,NULL,NULL,"I think immigration and extinction are the opposite today in Central Park.","2020-04-16 16:26:53",0,73.216.205.217,1
300942,11418,18425,16219,NULL,NULL,"&lt;p&gt;I agree. I had the same reasoning for why the immigration rate would be lower and the extinction rate would be higher.&nbsp;&lt;/p&gt;
","2020-04-16 16:27:14",300846,98.231.157.137,1
300943,11418,18425,16240,NULL,NULL,"&lt;p&gt;Extinction would increase because the park is smaller than the continuous forest that used to be there. I said that immigration would decrease because there are many buildings and people surrounding the park, so it would be far away from places that organisms could emigrate from to the park.&nbsp;&lt;/p&gt;
","2020-04-16 16:27:15",0,108.44.68.103,1
300944,11418,18425,16295,NULL,NULL,"&lt;p&gt;There would be a lower extinction and immigration rate. Less population causes less carbon footprint.&lt;/p&gt;
","2020-04-16 16:27:18",0,96.255.230.67,1
300945,11418,18425,16024,NULL,NULL,"&lt;p&gt;Since the area was mostly continuous forest before all the buildings and urbanization came in, the immigration and extinction rates will now be lower because less species will be coming into the park.&nbsp;&lt;/p&gt;
","2020-04-16 16:27:22",0,69.138.196.144,1
300947,11418,18425,16332,NULL,NULL,"&lt;p&gt;I agree that extinction would be higher due to there being a smaller &quot;island&quot; but i think immigration would decrease because of the &quot;mainland&quot; moving farther away.&nbsp;&lt;/p&gt;
","2020-04-16 16:27:27",300824,72.82.41.241,1
300949,11418,18425,16278,NULL,NULL,"&lt;p&gt;The extinction rate would go up because central park acts more like an island. It is more difficult for immigration to occur and without more of the species coming in they will likely go extinct. Central Park is more populated by humans and surrounded by city making it more difficult for animal populations to enter the park.&lt;/p&gt;
","2020-04-16 16:27:42",0,32.209.92.86,1
300950,11418,18425,16024,NULL,NULL,"&lt;p&gt;I agree with your graph!&lt;/p&gt;
","2020-04-16 16:27:46",300837,69.138.196.144,1
300951,11418,18425,16240,NULL,NULL,"&lt;p&gt;I agree with this. I also said extinction would increase and immigration would decrease!&lt;/p&gt;
","2020-04-16 16:27:55",300828,108.44.68.103,1
300953,11418,18425,16219,NULL,NULL,"&lt;p&gt;I agree. I had similar reasoning as to why the extinction rate would increase and the immigration rate would decrease.&lt;/p&gt;
","2020-04-16 16:27:59",300865,98.231.157.137,1
300954,11418,18425,16024,NULL,NULL,"&lt;p&gt;I agree with your graph and reasoning!&lt;/p&gt;
","2020-04-16 16:28:06",300828,69.138.196.144,1
300955,11418,18425,16295,NULL,NULL,"&lt;p&gt;I agree with your graph&lt;/p&gt;
","2020-04-16 16:28:17",300828,96.255.230.67,1
300956,11418,18425,16278,NULL,NULL,"&lt;p&gt;I agree, immigration will decrease and extinction will increase because of how isolated central park is&lt;/p&gt;
","2020-04-16 16:28:32",300882,32.209.92.86,1
300958,11418,18425,16295,NULL,NULL,"&lt;p&gt;I agree with your reasoning, it matched with your graph&lt;/p&gt;
","2020-04-16 16:28:46",300837,96.255.230.67,1
300961,11418,18425,16278,NULL,NULL,"&lt;p&gt;I agree with your graph and explanations&lt;/p&gt;
","2020-04-16 16:29:03",300885,32.209.92.86,1
300962,11418,18425,16240,NULL,NULL,"&lt;p&gt;I disagree with this. Although I said extinction would increase because it is smaller, I said immigration would decrease because it is father away from a mainland that organisms can emigrate from to the island.&nbsp;&lt;/p&gt;
","2020-04-16 16:29:11",300854,108.44.68.103,1
300965,11418,18425,16222,NULL,NULL,"&lt;p&gt;The making of Central Park would mean that it is getting smaller and further from another body of land with similar animals. This means that immigration and extinction would both rise.&nbsp;&lt;/p&gt;
","2020-04-16 16:29:34",0,24.115.174.226,1
300973,11418,18425,16037,NULL,NULL,"&lt;p&gt;Four-hundred&nbsp;years ago,&nbsp;the immigration and extinction were at decent numbers.&nbsp;Unfortunately, the human population built New York City, causing&nbsp;immigration to decrease&nbsp;as extinction slightly increased.&nbsp;&lt;/p&gt;
","2020-04-16 16:30:01",0,73.99.78.149,1
300975,11418,18425,16222,NULL,NULL,"&lt;p&gt;I now disagree with myself--&amp;gt; immigration would decrease because you are further away.&nbsp;&lt;/p&gt;
","2020-04-16 16:30:38",300965,24.115.174.226,1
300977,11418,18425,16222,NULL,NULL,"&lt;p&gt;i agree with you! extinction would increase and immigration would decrease.&nbsp;&lt;/p&gt;
","2020-04-16 16:31:13",300846,24.115.174.226,1
300981,11418,18425,16037,NULL,NULL,"&lt;p&gt;I agree with your post&lt;/p&gt;
","2020-04-16 16:31:42",300889,73.99.78.149,1
300984,11418,18425,16222,NULL,NULL,"&lt;p&gt;I do not agree with your extinction rate. I think that extinction rate would decrease because it is small and further away from the mainland.&nbsp;&lt;/p&gt;
","2020-04-16 16:32:28",300945,24.115.174.226,1
300985,11418,18425,16273,NULL,NULL,"&lt;p&gt;400 years ago the park was mostly continuous forest where species could come and go.&nbsp; Now, Central Park is an island surrounded by urbanity.&nbsp; The &quot;island&quot; use to be large and close to the mainland but is now not, so the rate of extinction will increase and the rate of immigration will decrease.&lt;/p&gt;
","2020-04-16 16:32:29",0,108.4.11.39,1
