id,class_session_id,lesson_question_id,user_id,group_id,logged_in_user,text,updated_on,parent_id,ip,visible
405473,13579,22749,22315,NULL,NULL,"&lt;p&gt;That synthesis won&#039;t occur because of some bond strain. The bicyclo[3.3.1]nonane is able to perform up and down alternating axial and equatorial bonds where as the bicyclo[2.2.1] is not able to do so as the bridge disrupts that pattern. Therefore, this may cause some bond strain or make the location for the substitution not very accessible and cause a 0%. Although both locations make tertiary carbocations, situation B won&#039;t occur due to the strain caused by the disruption of the axial and equatorial bond patterns.&nbsp;&lt;/p&gt;
","2020-11-02 14:38:16",0,67.68.160.165,1
405655,13579,22749,21204,NULL,NULL,,"2020-11-02 17:04:45",0,70.53.160.156,1
405656,13579,22749,21204,NULL,NULL,"&lt;p&gt;Your explanation has the same basic element as me but your explanation is much more complete. Actually make me understand details I didn&#039;t think of, thank you and great job!&lt;/p&gt;
","2020-11-02 17:06:45",405473,70.53.160.156,1
405658,13579,22749,21095,NULL,NULL,"&lt;p&gt;Maybe because&nbsp;B has a lot of bond strain, so free radical not stable so less likely to form whereas A barely has any bond strain because it can bend to assume stable configuration so radical formed stabilized by hyperconjugation so likely to form&lt;/p&gt;
","2020-11-02 17:07:37",0,50.101.181.21,1
405659,13579,22749,21095,NULL,NULL,"&lt;p&gt;I like your explanation. I was thinking the same thing! Keep up the good work!&lt;/p&gt;
","2020-11-02 17:09:33",405473,50.101.181.21,1
405661,13579,22749,21719,NULL,NULL,"&lt;p&gt;Radical halogenation mechanisms will always prefer the formation of a stable radical. The pathway in which the most stable radical is formed has the less amount of activation energy and is therefore preferred. In reaction A, the radical is located 100% of the time at the bridgehead, this makes sense as the bridgehead is 3prime and the &quot;double boat-chair conformation&quot; allows for potential rotations&nbsp;to reduce the amount of strain. However, in reaction B no such rotations&nbsp;are possible to stabilize the radical created at the bridgehead, it is under huge amounts of strain. Therefore the activation energy for this pathway is way higher and the reaction will not follow it.&nbsp;&lt;/p&gt;
","2020-11-02 17:12:35",0,184.163.0.38,1
405662,13579,22749,21719,NULL,NULL,"&lt;p&gt;Amazing answer Vivan&lt;/p&gt;
","2020-11-02 17:14:07",405473,184.163.0.38,1
405665,13579,22749,21358,NULL,NULL,"&lt;p&gt;When bicyclo(3.3.1)nonane is treated with Br2 under irradiation, the bromine that substitutes the hydrogen is mostly in the equatorial position due to the chair flip conformations. Since bromine is a big atom, this allows for less interactions with the many other substituents that are close by. However, in bicyclo(2.2.1)heptane, there are no chair flip conformations, so the big bromine atom would have a lot of interaction with nearby substituents. Therefore, it is possible the reaction would not take place as the product would be too unstable compared to the reactant.&lt;/p&gt;
","2020-11-02 17:29:34",0,88.125.130.55,1
405671,13579,22749,21358,NULL,NULL,"&lt;p&gt;Very nice color-coded diagrams that give a clear answer. Good job!&lt;/p&gt;
","2020-11-02 17:37:26",405655,88.125.130.55,1
405700,13579,22749,21279,NULL,NULL,"&lt;p&gt;The Bicyclo[3.3.1]nonane is a large component, therefore because of the hyperconjugation system that is larger, the H is more unstable and a substitution can occur&quot; However, the bicyclo[2.2.1]heptane has a smaller hyperconjugated system therefore, the radical Br does not react with the H.&lt;/p&gt;
","2020-11-02 18:26:44",0,173.176.63.111,1
405701,13579,22749,22176,NULL,NULL,,"2020-11-02 18:27:28",0,76.68.190.90,1
405702,13579,22749,21279,NULL,NULL,"&lt;p&gt;Oh yeah that makes a lot of sens. Good explanation it is clear and concise.&lt;/p&gt;
","2020-11-02 18:28:04",405665,173.176.63.111,1
405703,13579,22749,21279,NULL,NULL,"&lt;p&gt;Great answer Vivian! It is really well explained.&lt;/p&gt;

&lt;p&gt;&nbsp;&lt;/p&gt;
","2020-11-02 18:28:58",405473,173.176.63.111,1
