id,class_session_id,lesson_question_id,user_id,group_id,logged_in_user,text,updated_on,parent_id,ip,visible
300818,11417,18424,16348,NULL,NULL,"&lt;p&gt;blue = community. 1&lt;/p&gt;

&lt;p&gt;green= community 2&lt;/p&gt;
","2020-04-16 16:14:51",0,74.96.191.227,1
300819,11417,18424,16262,NULL,NULL,"&lt;p&gt;Red = Community1&lt;/p&gt;

&lt;p&gt;Blue = Community 2&lt;/p&gt;

&lt;p&gt;With 10 rare species in community 1, it would take more sampling to reach the actual number of species. When all the species are equally in common in community 2, it will take less sampling and it will be easier to accumulate the actual number of species present.&lt;/p&gt;
","2020-04-16 16:15:51",0,70.15.28.63,1
300820,11417,18424,16365,NULL,NULL,,"2020-04-16 16:16:07",0,69.140.3.43,1
300821,11417,18424,16331,NULL,NULL,"&lt;p&gt;Community 1 will display a species accumulation curve that is slightly lower because there are 10 uncommon species, so they may not be found in the samples collected.&nbsp;&lt;/p&gt;
","2020-04-16 16:16:12",0,107.77.204.83,1
300822,11417,18424,16262,NULL,NULL,"&lt;p&gt;I agree, I said something very similar to this.&lt;/p&gt;
","2020-04-16 16:16:15",300818,70.15.28.63,1
300823,11417,18424,16303,NULL,NULL,,"2020-04-16 16:16:18",0,100.4.77.183,1
300825,11417,18424,16365,NULL,NULL,"&lt;p&gt;I agree but i made my community one have a straight line instead&nbsp;&lt;/p&gt;
","2020-04-16 16:16:35",300819,69.140.3.43,1
300826,11417,18424,16236,NULL,NULL,,"2020-04-16 16:16:43",0,98.218.1.112,1
300827,11417,18424,16365,NULL,NULL,"&lt;p&gt;I agree&lt;/p&gt;
","2020-04-16 16:16:48",300823,69.140.3.43,1
300829,11417,18424,16332,NULL,NULL,"&lt;p&gt;In community 1, there will be rare species that wont be counted and the curve will not hit saturation, and appear as though it is determined by the regional species pool. In community 2, more species will be collected giving a more accurate sample and the curve will most likely hit saturation close to the 25 total species, appearing to be determined by local species interactions&lt;/p&gt;
","2020-04-16 16:17:18",0,72.82.41.241,1
300830,11417,18424,16331,NULL,NULL,"&lt;p&gt;I disagree with the community 2 line because there would initially be fewer species found in the samples collected first. I think that there should be a gradual increase in species as number of samples increase&nbsp;&lt;/p&gt;
","2020-04-16 16:17:19",300820,107.77.204.83,1
300831,11417,18424,16303,NULL,NULL,"&lt;p&gt;i agree! it would not take as long to reach the actual number of species for community 2&lt;/p&gt;
","2020-04-16 16:17:27",300819,100.4.77.183,1
300832,11417,18424,16034,NULL,NULL,,"2020-04-16 16:17:43",0,173.79.123.79,1
