id,class_session_id,lesson_question_id,user_id,group_id,logged_in_user,text,updated_on,parent_id,ip,visible
281844,10800,15250,14756,NULL,NULL,"&lt;p&gt;the quad&lt;/p&gt;
","2019-11-20 18:55:11",0,76.78.241.102,1
281845,10800,15250,14756,NULL,NULL,"&lt;p&gt;arboretum&lt;/p&gt;
","2019-11-20 18:56:33",0,76.78.241.102,1
281846,10800,15250,14756,NULL,NULL,"&lt;p&gt;festival lawn&lt;/p&gt;
","2019-11-20 18:57:05",0,76.78.241.102,1
281847,10800,15250,14756,NULL,NULL,"&lt;p&gt;lake&lt;/p&gt;
","2019-11-20 18:57:36",0,76.78.241.102,1
281848,10800,15250,14756,NULL,NULL,"&lt;p&gt;trees/plants on campus&lt;/p&gt;
","2019-11-20 18:58:35",0,76.78.241.102,1
281849,10800,15250,14756,NULL,NULL,"&lt;p&gt;garden&lt;/p&gt;
","2019-11-20 19:01:27",0,76.78.241.102,1
281852,10800,15250,14613,NULL,NULL,"&lt;p&gt;The arboretum adds an aesthetic and educational value to the school.&lt;/p&gt;
","2019-11-20 19:49:08",0,134.126.253.61,1
281853,10800,15250,14613,NULL,NULL,"&lt;p&gt;Trees on campus help clean the air&lt;/p&gt;
","2019-11-20 19:50:07",0,134.126.253.61,1
281854,10800,15250,14613,NULL,NULL,"&lt;p&gt;The pond on East Campus adds aesthetic value&lt;/p&gt;
","2019-11-20 19:51:38",0,134.126.253.61,1
281855,10800,15250,14613,NULL,NULL,"&lt;p&gt;The rose garden can take in carbon dioxide.&lt;/p&gt;
","2019-11-20 19:52:46",0,134.126.253.61,1
281856,10800,15250,14613,NULL,NULL,"&lt;p&gt;The quad provides student&#039;s with a place to sit outside and enjoy the view.&lt;/p&gt;
","2019-11-20 19:53:17",0,134.126.253.61,1
281857,10800,15250,14613,NULL,NULL,"&lt;p&gt;The greenhouse in Bioscience provides educational opportunities.&lt;/p&gt;
","2019-11-20 19:54:53",0,134.126.253.61,1
281861,10800,15250,14706,NULL,NULL,"&lt;p&gt;Provisioning services are provided in these spaces because they include goods and services that are directly consumed by people. It provides things like food and entertainment for students around campus.&lt;/p&gt;
","2019-11-20 20:46:18",0,208.76.203.214,1
281862,10800,15250,14706,NULL,NULL,"&lt;p&gt;Trees and plants on campus give students air to walk around and breath.&lt;/p&gt;
","2019-11-20 20:48:04",0,208.76.203.214,1
281863,10800,15250,14706,NULL,NULL,"&lt;p&gt;Arboretum provides many animals and plants with a place to live and reproduce.&lt;/p&gt;
","2019-11-20 20:52:24",0,208.76.203.214,1
281864,10800,15250,14706,NULL,NULL,"&lt;p&gt;Buildings provide educational value to the school.&lt;/p&gt;
","2019-11-20 20:52:53",0,208.76.203.214,1
281865,10800,15250,14706,NULL,NULL,"&lt;p&gt;Newman Lake provides water supply for the campus.&lt;/p&gt;
","2019-11-20 20:55:19",0,208.76.203.214,1
281866,10800,15250,14706,NULL,NULL,"&lt;p&gt;Lawns provide a place for people to hang out.&lt;/p&gt;
","2019-11-20 20:56:09",0,208.76.203.214,1
281867,10800,15250,14706,NULL,NULL,"&lt;p&gt;The greenhouse provides educational and environmental factors for some species that can&#039;t grow in the climate here.&lt;/p&gt;
","2019-11-20 20:59:01",0,208.76.203.214,1
281872,10800,15250,14748,NULL,NULL,"&lt;p&gt;1. There are recycling bins all over campus (supporting)&lt;/p&gt;

&lt;p&gt;2. There is drinking water that is available at students on campus (provisioning)&lt;/p&gt;

&lt;p&gt;3. All around campus there is different walking/running paths (cultural)&lt;/p&gt;

&lt;p&gt;4. We have an arboretum at our disposal that is very aesthetically pleasing (cultural)&lt;/p&gt;

&lt;p&gt;5. There is plenty of places to get food on campus (provisioning)&lt;/p&gt;

&lt;p&gt;6. JMU is constantly planting new trees that will one day grow into much larger trees (support)&lt;/p&gt;
","2019-11-20 21:23:39",0,75.102.135.178,1
281874,10800,15250,14704,NULL,NULL,"&lt;p&gt;A supporting service is done by the trees and shrubs throughout campus, the provide a habitat for other species.&lt;/p&gt;
","2019-11-20 21:30:44",0,134.126.253.37,1
281876,10800,15250,14704,NULL,NULL,"&lt;p&gt;trees on campus take in CO2 and release O2&nbsp;&lt;/p&gt;
","2019-11-20 21:31:41",0,134.126.253.37,1
281878,10800,15250,14704,NULL,NULL,"&lt;p&gt;The trees help prevent erosion on the hills of campus&lt;/p&gt;
","2019-11-20 21:32:52",0,134.126.253.37,1
281879,10800,15250,14704,NULL,NULL,"&lt;p&gt;the variety of trees on the quad and throughout campus help spark interest in nature&nbsp;&lt;/p&gt;
","2019-11-20 21:33:43",0,134.126.253.37,1
